요양기관명,총 의사 수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정인과정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정인교내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정인규이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정인내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정인복지의료생협 정인의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
정인성내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정인영비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정인정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정인철가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정일성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정일성정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정일호외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정자씨앤피차앤박피부과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정자헌내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정장현안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정재면내과의원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
정재숙산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정재용내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정재운정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정재원더블유(W)산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정재훈정신건강의학과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
정정은산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정제경가정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정주리정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정주미소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정준가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정준근내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정준내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정준성내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정준용내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정준표내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정지섭마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정지영산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정지영산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정직한신경외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정진내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정진모정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정진상신경과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정진선정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정진영내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정진영정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정진우소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정진의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정진이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정진정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정진태의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
정창호내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정창훈성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정창희정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정천규이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정철마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정철성내과의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
정철호내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정철호이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정청정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정탁정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정태기내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정태성정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정태시내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정태영이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정태영정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정태호내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정태호마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정태훈내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정파종외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정평경대연합신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정평귀이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정평연합의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정평정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정필주소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정학기정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정학민내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정한샘 내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정한수비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정한호내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정항재신경과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정해율키즈엔젤소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정해익소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정해일의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정해철내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정현대신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정현수산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정현숙내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정현철케이내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정형근내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정형모정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정형진내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정혜경소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정호현비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정홍수내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정화선안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정환교피부과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정환증정신건강의학과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
정회상내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정회정외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정효경성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정효영내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정훈비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정흥채재활의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정희내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정희석내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정희수산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정희승가정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정희정제이산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정희진정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제11기동사단의무근무대의원,7,1,0,0,6,0,0,0,0,0,0,0,0,0
제갈이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제기동정형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제나성형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제나이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제너리스의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제너리스의원 광명철산,4,3,0,0,1,0,0,0,0,0,0,0,0,0
제너리스의원 연신내점,1,1,0,0,0,0,0,0,0,0,0,0,0,0
제네스성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제네시스성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제노성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니바의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니스본튼튼의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
제니스비뇨의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니스안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니스여성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니스여성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니스연합내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니스의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니스의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니스피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니여성의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제니트비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니트비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니트비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니트비뇨의학과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제대로온신경외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제대로정형외과마취통증의학과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제로마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제림성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제물포정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제미수소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제민의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제민의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제민정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제민통합내과정형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제생의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제스타성형외과의원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
제스필의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
제안과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
제영수정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제오피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제우스남성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제운성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이공감 정신건강의학과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이나피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이노블성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이뉴피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이더블유(JW)장우혁정형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이더블유(JW)정원성형외과의원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
제이더블유안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이드비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이드성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이드의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
제이드의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이드힐의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
제이디의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이디의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이디의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이디피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이랑여성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이린안과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
제이린의원,11,3,0,0,8,0,0,0,0,0,0,0,0,0
제이린의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이마디정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이메디의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이미성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이미의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이미즈 산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이민의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
제이민정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이본정형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이비내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이비미소이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이사랑정형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이스(J.S)비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이스마인드의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이스의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이스타성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이스타피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이스피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이씨(JC)김내과의원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
제이씨빛소망안과의원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
제이앤씨연합의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이앤제이의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이앤지(J&G)피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이앤케이의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이앤케이의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
제이에스(JS)항외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이에스성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이에스소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이에스의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
제이에스의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
제이에스의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이에스힐링의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이에이치고은미의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이에이치박준희이비인후과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이에이치제일의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
제이에프피부과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이엔제이연합의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이엘산부인과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이엘의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
제이엠가정의학과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
제이엠가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이엠가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이엠가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이엠가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이엠가정의학과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
제이엠가정의학과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이엠가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이엠가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이엠가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이엠김정민피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이엠베스트소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이엠성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이엠의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이엠의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
제이여성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이영의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이오성형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이와이성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이원성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이원성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이웰의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
제이유산부인과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이유의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
제이유피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이의원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
제이이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이제이비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이제이서연외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이제이성형외과의원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
제이제이피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이제이피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이준성형외과의원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
제이즈의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이지서울내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이케이(JK)맑은피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이케이김재근성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이케이성형외과의원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
제이케이아름다운의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
제이탑정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제이티성형외과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
제이피성형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제이필의원,8,4,0,0,4,0,0,0,0,0,0,0,0,0
제인산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일 속 내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제일365소아청소년과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
제일가정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일가정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일가정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일꼼꼼내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일메디칼의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일몸편한의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일미즈여성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일바른정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일병리과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
제일봄소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일산부인과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제일산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일산부인과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제일산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일삼성정형외과의원,3,1,0,0,2,0,0,0,0,0,0,0,0,0
제일성모가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일성모내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일성모안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일성모의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일성모의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제일성모의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일성모의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일성모의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일성모의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
제일성모의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일성모의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일성모이비인후과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제일성심의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일성심의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일속건강의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일속시원내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일속편한내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일신경과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일신경과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일신경과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일신경외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
제일신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일신경정신과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
